age,education,housing,contact,month,duration,campaign,pdays,previous,poutcome
43,2,0,0,6,335,2,-1,0,3
49,1,0,0,6,412,2,-1,0,3
54,2,0,0,6,177,2,-1,0,3
47,1,0,0,6,251,1,90,1,2
34,1,0,0,6,339,1,-1,0,3
54,1,0,0,6,174,1,81,2,2
43,2,0,0,6,114,1,38,2,1
23,1,0,0,6,192,1,-1,0,3
48,2,0,0,6,215,2,-1,0,3
30,2,0,0,6,235,1,-1,0,3
38,1,0,0,6,1087,1,-1,0,3
34,3,0,0,6,253,1,-1,0,3
52,1,1,0,6,1144,2,-1,0,3
27,2,0,0,6,220,1,28,8,1
40,1,0,0,6,314,1,-1,0,3
47,2,0,0,6,163,2,84,1,2
26,2,0,0,6,479,1,-1,0,3
37,1,0,0,6,395,1,-1,0,3
34,2,0,0,6,350,1,-1,0,3
26,2,0,0,6,199,1,96,2,2
44,2,0,0,6,294,1,-1,0,3
29,2,1,0,6,690,1,-1,0,3
40,2,0,0,6,596,1,-1,0,3
43,1,0,0,6,169,1,-1,0,3
52,1,1,0,6,195,1,-1,0,3
38,2,0,0,6,103,1,67,4,2
33,1,0,0,6,417,1,-1,0,3
50,1,0,0,6,160,2,-1,0,3
53,1,0,1,6,270,1,-1,0,3
42,1,1,0,6,271,2,92,4,2
49,2,1,0,6,712,1,60,3,0
27,2,0,0,6,74,1,120,1,2
32,2,0,0,6,84,1,-1,0,3
31,2,0,0,6,261,2,-1,0,3
29,1,0,0,6,245,1,-1,0,3
49,1,1,0,6,263,1,368,3,0
46,1,1,0,6,310,1,55,6,1
57,0,0,0,6,482,2,-1,0,3
28,2,0,0,6,924,2,113,21,2
37,2,0,0,6,253,2,-1,0,3
38,1,0,0,6,192,1,-1,0,3
49,2,0,0,6,181,3,293,2,0
35,2,0,0,6,250,2,-1,0,3
29,1,1,0,6,163,1,55,2,0
52,1,0,0,6,541,3,-1,0,3
34,1,0,0,6,262,2,71,1,2
60,1,0,1,6,206,4,-1,0,3
32,1,0,0,6,115,2,86,2,2
27,1,1,0,6,592,4,-1,0,3
55,1,0,1,6,437,1,-1,0,3
29,2,0,0,6,313,2,-1,0,3
42,1,0,0,6,705,1,195,1,0
33,2,0,0,6,198,1,-1,0,3
29,0,0,0,6,321,1,-1,0,3
39,1,0,0,6,296,4,-1,0,3
31,2,0,0,6,411,1,-1,0,3
60,2,0,0,6,593,1,-1,0,3
25,2,0,0,6,165,1,-1,0,3
45,1,1,0,6,224,2,-1,0,3
29,2,1,0,6,340,1,119,1,0
55,2,0,0,6,591,2,-1,0,3
26,1,1,0,6,385,2,96,5,2
30,2,0,0,6,238,3,-1,0,3
54,1,0,0,6,170,1,-1,0,3
39,2,0,0,6,539,1,-1,0,3
26,2,0,0,6,300,2,72,1,2
57,1,0,0,6,200,1,-1,0,3
39,2,0,0,6,699,1,119,1,0
25,1,0,0,6,837,1,-1,0,3
43,0,0,0,6,725,2,93,1,2
32,1,1,0,6,1076,2,85,3,1
43,2,1,0,6,187,1,20,1,1
50,2,0,0,6,510,3,-1,0,3
35,1,1,0,6,328,2,94,4,2
37,2,1,0,6,262,2,-1,0,3
42,1,0,0,6,207,1,-1,0,3
27,1,0,0,6,449,1,-1,0,3
27,1,0,0,6,182,1,-1,0,3
29,2,0,0,6,224,1,-1,0,3
29,1,0,0,6,400,1,-1,0,3
26,1,0,0,6,217,1,-1,0,3
39,2,0,0,6,160,1,-1,0,3
41,1,1,0,6,352,2,122,2,0
29,2,0,0,6,787,1,-1,0,3
33,2,1,0,6,323,1,80,14,1
32,2,0,0,6,160,1,119,2,1
30,2,1,0,6,194,1,-1,0,3
38,1,0,0,6,96,2,98,1,2
55,1,0,0,6,94,2,-1,0,3
25,1,0,0,6,136,1,-1,0,3
38,1,1,0,6,81,2,391,3,0
35,1,0,0,6,147,1,119,3,0
31,1,0,0,6,121,4,-1,0,3
25,1,0,0,6,89,2,-1,0,3
31,2,0,0,6,1161,1,97,2,2
27,1,0,0,6,124,2,-1,0,3
34,1,0,0,6,282,3,126,3,0
40,1,1,0,6,592,3,50,8,0
27,1,0,0,6,397,1,-1,0,3
28,1,0,0,6,324,1,87,1,2
28,1,0,0,6,275,1,-1,0,3
35,1,0,0,6,199,1,86,7,2
58,0,0,0,6,255,1,-1,0,3
44,2,0,0,6,462,1,-1,0,3
57,1,0,1,6,302,1,-1,0,3
25,2,1,0,6,149,1,94,1,2
21,1,0,0,6,191,1,-1,0,3
49,1,0,0,6,1543,1,-1,0,3
54,2,0,0,6,207,1,-1,0,3
59,0,0,0,6,493,2,-1,0,3
28,2,1,0,6,509,1,-1,0,3
37,1,0,0,6,657,1,-1,0,3
30,2,1,0,6,159,2,-1,0,3
35,0,0,1,6,522,3,-1,0,3
31,2,0,0,6,207,2,98,1,2
41,0,0,0,6,577,3,-1,0,3
30,2,0,1,6,366,1,-1,0,3
28,2,0,0,6,201,2,-1,0,3
31,1,1,0,6,548,2,-1,0,3
53,2,0,0,6,438,2,-1,0,3
22,1,0,0,6,126,2,91,1,2
36,0,1,0,6,244,7,-1,0,3
33,1,0,0,6,157,2,-1,0,3
31,2,0,0,6,107,3,-1,0,3
49,2,0,0,6,138,3,-1,0,3
51,3,0,0,6,458,6,-1,0,3
34,1,1,0,6,301,3,-1,0,3
35,0,0,0,6,243,4,-1,0,3
32,2,0,0,6,234,2,83,2,2
36,2,0,0,6,993,4,85,4,2
31,2,0,0,6,529,2,-1,0,3
25,2,0,1,6,221,7,-1,0,3
25,2,0,0,6,126,6,-1,0,3
60,1,0,0,6,95,7,357,2,0
40,2,0,0,6,491,2,207,1,1
50,2,0,0,6,532,2,98,2,1
32,2,1,0,6,95,1,-1,0,3
60,1,0,1,6,351,6,-1,0,3
32,1,0,0,6,372,1,-1,0,3
52,1,0,0,6,288,1,-1,0,3
59,1,0,0,6,415,1,89,1,2
56,1,1,0,6,382,2,-1,0,3
47,2,0,0,6,257,1,-1,0,3
43,2,0,0,6,181,2,-1,0,3
25,1,0,0,6,284,1,-1,0,3
31,1,0,0,6,220,1,207,1,1
27,2,0,0,6,188,1,-1,0,3
26,1,0,0,6,155,1,105,1,0
37,2,1,0,6,322,1,90,1,2
27,2,0,0,6,89,2,-1,0,3
49,2,0,0,6,173,1,-1,0,3
26,2,0,0,6,129,1,-1,0,3
28,2,0,0,6,136,2,-1,0,3
33,1,1,0,6,263,2,-1,0,3
31,3,0,0,6,245,2,-1,0,3
32,1,1,0,6,162,3,-1,0,3
30,1,0,0,6,813,4,-1,0,3
34,2,0,0,6,235,3,-1,0,3
58,0,0,0,6,259,2,-1,0,3
34,2,1,0,6,270,2,314,2,0
26,1,0,1,6,280,6,92,5,1
49,2,0,1,6,293,5,211,2,0
57,2,0,0,6,295,3,-1,0,3
83,0,0,1,6,883,1,140,1,0
61,2,0,0,6,269,1,104,1,2
64,1,1,0,6,983,1,-1,0,3
37,1,1,0,6,459,1,109,3,0
68,1,0,0,6,586,1,-1,0,3
71,2,0,0,6,128,1,-1,0,3
54,2,0,0,6,157,1,-1,0,3
37,2,0,0,6,224,1,-1,0,3
22,3,0,0,6,377,1,-1,0,3
44,2,0,0,5,571,2,-1,0,3
37,2,0,0,5,140,3,-1,0,3
72,2,0,0,5,260,2,65,1,2
69,0,0,0,5,260,2,-1,0,3
41,1,0,0,5,342,2,-1,0,3
44,1,1,0,5,275,1,-1,0,3
32,1,0,0,5,356,1,-1,0,3
79,1,0,1,5,363,1,-1,0,3
33,1,1,0,5,218,1,-1,0,3
45,2,0,0,5,367,1,-1,0,3
40,2,1,0,5,566,1,395,2,2
42,1,1,1,5,711,1,342,1,0
30,1,0,0,5,396,1,-1,0,3
28,2,1,0,5,940,1,399,3,2
58,1,0,0,5,478,2,-1,0,3
39,1,1,0,5,503,2,147,5,2
31,1,1,0,5,135,2,49,3,0
45,3,0,0,5,272,1,-1,0,3
56,0,0,1,5,176,1,-1,0,3
46,2,0,0,5,247,2,-1,0,3
56,1,0,1,5,353,2,-1,0,3
27,1,0,0,5,203,1,-1,0,3
30,2,0,0,5,264,1,80,1,2
26,2,0,0,5,446,1,-1,0,3
35,0,0,0,5,175,1,-1,0,3
52,0,0,0,5,1007,6,-1,0,3
54,1,0,0,5,409,2,-1,0,3
41,0,0,0,5,438,2,389,1,1
24,2,0,0,5,257,1,-1,0,3
28,1,0,0,5,308,2,-1,0,3
62,2,0,0,5,270,3,-1,0,3
52,1,0,0,5,227,2,-1,0,3
23,1,0,0,5,316,4,-1,0,3
82,0,0,0,5,429,1,-1,0,3
63,1,0,0,5,371,1,-1,0,3
32,1,1,0,5,297,1,-1,0,3
31,2,0,0,5,284,1,-1,0,3
37,1,0,0,5,682,2,386,1,2
40,2,0,0,5,180,2,-1,0,3
66,1,0,0,5,376,1,-1,0,3
37,2,0,0,5,224,1,-1,0,3
38,0,1,0,5,370,1,412,1,0
27,1,0,0,5,495,2,-1,0,3
58,0,0,1,5,876,1,-1,0,3
49,0,0,1,5,388,1,-1,0,3
31,1,1,0,5,167,1,62,1,0
31,2,0,0,5,361,1,229,2,0
38,3,0,0,5,341,1,385,1,0
79,0,0,1,5,1006,2,-1,0,3
71,2,0,0,5,896,2,-1,0,3
52,2,0,0,5,340,1,156,1,1
55,3,0,0,5,349,1,-1,0,3
46,1,1,1,5,576,1,-1,0,3
28,2,0,0,5,315,2,-1,0,3
22,1,0,0,5,153,1,-1,0,3
49,2,1,0,5,97,3,-1,0,3
20,3,0,0,5,253,2,-1,0,3
19,0,0,0,5,104,2,-1,0,3
34,0,0,1,5,336,4,-1,0,3
73,2,0,0,5,169,2,-1,0,3
27,2,0,0,5,323,2,163,2,1
59,0,0,0,5,125,2,-1,0,3
25,2,0,0,5,139,5,-1,0,3
44,3,0,0,5,332,2,181,2,0
28,2,0,0,5,486,5,-1,0,3
25,2,0,0,1,576,1,96,1,2
28,2,0,0,1,849,1,-1,0,3
52,1,1,0,1,218,1,-1,0,3
57,2,0,0,1,642,1,-1,0,3
49,2,0,0,1,185,1,-1,0,3
33,2,0,0,1,600,1,-1,0,3
47,1,1,0,1,505,1,96,6,2
68,1,1,0,1,249,1,-1,0,3
40,2,1,0,1,173,1,92,5,2
46,2,0,0,1,120,2,96,1,2
29,1,0,0,1,409,4,-1,0,3
55,2,0,0,1,1019,2,63,2,2
30,2,0,0,1,475,2,93,4,2
49,1,0,0,1,211,1,-1,0,3
48,2,0,0,1,389,1,64,2,2
21,1,0,0,1,414,1,-1,0,3
45,1,0,0,1,277,1,-1,0,3
43,2,0,0,1,254,1,-1,0,3
47,2,0,0,1,253,1,97,4,2
27,2,0,0,1,179,2,69,26,1
20,3,0,0,1,385,2,93,1,0
37,2,0,0,1,150,1,97,2,2
61,2,0,1,1,270,2,-1,0,3
57,1,0,0,1,355,1,-1,0,3
40,2,0,0,1,131,2,98,6,2
53,1,1,0,1,1452,1,98,2,0
65,3,0,1,1,256,1,-1,0,3
67,2,0,0,1,254,2,-1,0,3
66,2,0,0,1,550,1,-1,0,3
67,2,0,0,1,345,2,-1,0,3
57,1,0,0,1,342,1,-1,0,3
38,2,0,0,1,206,2,-1,0,3
56,2,0,0,1,324,1,-1,0,3
46,2,0,0,1,79,1,394,2,0
69,1,0,0,1,714,1,-1,0,3
32,1,0,0,1,255,1,-1,0,3
72,2,0,0,1,147,2,-1,0,3
41,2,0,0,1,273,1,95,2,0
72,0,0,0,1,530,2,-1,0,3
33,1,0,0,1,456,1,-1,0,3
37,1,0,0,1,155,1,99,2,2
34,2,1,0,1,262,1,99,2,2
44,1,0,0,1,166,1,99,2,1
42,1,1,0,1,215,1,99,1,0
58,1,1,0,1,221,1,99,2,2
34,2,0,0,1,130,1,-1,0,3
55,1,1,0,1,353,2,-1,0,3
71,0,0,0,1,212,1,-1,0,3
23,1,0,0,1,217,1,99,7,2
60,2,1,0,1,231,3,-1,0,3
18,3,0,0,1,167,1,-1,0,3
54,1,0,0,1,559,1,70,2,1
59,2,0,0,1,252,1,185,2,2
32,2,0,1,1,235,1,102,2,0
61,2,0,0,1,290,1,-1,0,3
31,2,0,0,1,294,3,98,2,2
42,0,1,0,1,265,1,103,3,2
42,3,0,0,1,704,2,-1,0,3
42,2,1,0,1,176,2,90,4,0
70,0,0,0,1,651,1,-1,0,3
57,1,1,0,1,167,1,190,5,0
60,1,0,0,1,408,1,-1,0,3
53,0,0,1,1,254,1,-1,0,3
48,1,0,0,1,140,1,-1,0,3
30,2,0,0,1,229,2,99,4,2
39,2,1,0,1,315,2,-1,0,3
42,1,1,0,1,149,1,78,5,0
26,1,0,0,1,349,1,70,3,0
46,2,1,0,1,1244,1,-1,0,3
40,1,1,0,1,221,1,461,1,2
39,1,1,0,1,175,2,116,2,0
58,0,1,0,1,206,1,461,1,0
42,1,1,0,1,589,2,-1,0,3
31,1,0,0,1,182,1,104,1,2
21,1,0,1,1,449,1,-1,0,3
35,2,0,0,1,582,1,-1,0,3
50,3,0,0,1,1336,2,-1,0,3
36,2,1,0,1,239,2,100,4,0
75,0,0,0,1,641,1,-1,0,3
20,0,0,0,1,178,2,-1,0,3
57,1,0,0,1,1064,1,-1,0,3
41,2,0,0,1,147,2,104,1,0
59,1,0,0,1,398,4,422,3,0
36,2,1,0,1,307,1,-1,0,3
18,0,0,0,1,267,1,-1,0,3
34,2,1,0,1,810,3,93,6,0
55,0,0,0,1,306,1,457,3,0
33,1,0,0,1,338,2,104,1,2
43,2,0,0,1,188,3,100,5,2
34,1,0,0,1,255,2,104,1,2
35,3,0,0,1,293,1,104,1,2
43,1,0,0,1,289,2,-1,0,3
74,0,0,1,1,562,2,-1,0,3
45,0,0,0,1,489,5,-1,0,3
38,1,1,0,1,784,3,94,10,0
32,2,0,0,1,414,1,-1,0,3
29,2,1,0,1,148,2,-1,0,3
31,1,0,0,1,315,2,105,1,2
50,1,0,0,1,399,1,430,1,0
44,1,0,0,1,234,1,-1,0,3
23,1,0,0,1,496,2,-1,0,3
56,2,0,0,1,293,2,105,2,2
76,0,0,0,1,227,2,192,1,0
28,1,0,0,1,204,3,105,1,0
34,2,0,0,1,738,1,-1,0,3
56,0,0,0,1,320,2,101,2,2
45,2,1,0,1,393,2,462,1,2
36,1,0,0,1,479,1,-1,0,3
57,2,0,0,1,284,3,-1,0,3
49,2,0,0,1,354,3,-1,0,3
49,2,0,1,1,640,2,101,4,2
37,2,0,0,1,156,2,-1,0,3
46,2,0,0,1,225,1,-1,0,3
26,1,0,0,1,209,2,106,2,2
47,1,0,0,1,436,1,403,5,2
36,0,0,0,1,326,3,-1,0,3
37,3,0,0,1,137,1,102,5,2
62,2,0,0,1,185,1,-1,0,3
26,1,0,0,1,125,1,-1,0,3
45,2,0,0,1,94,4,-1,0,3
63,1,1,0,1,276,2,-1,0,3
25,2,0,0,1,201,1,-1,0,3
60,3,0,0,1,391,3,106,1,0
44,2,1,0,1,190,3,270,3,0
33,2,0,0,1,498,2,191,1,0
39,2,1,0,1,880,3,267,1,1
46,3,1,0,1,260,3,457,1,1
42,0,1,0,1,308,1,459,1,2
56,3,0,0,1,348,1,-1,0,3
82,1,0,1,1,199,1,-1,0,3
77,2,0,0,1,286,1,-1,0,3
36,2,0,0,1,220,1,-1,0,3
35,2,0,0,1,343,2,397,1,0
50,1,1,0,1,711,1,-1,0,3
62,1,0,0,1,606,1,196,1,2
26,2,1,0,1,156,1,199,1,0
55,2,0,1,1,205,1,-1,0,3
22,1,0,1,1,215,1,197,2,0
30,1,0,0,1,161,1,173,1,0
34,2,0,0,1,148,1,84,2,0
31,2,1,0,1,216,1,-1,0,3
55,1,0,0,1,193,1,386,3,2
49,1,1,0,1,532,1,461,5,0
67,2,0,0,1,441,1,-1,0,3
43,1,0,0,1,574,1,84,3,2
25,2,0,0,1,225,2,-1,0,3
59,1,0,0,1,335,1,-1,0,3
44,1,0,0,1,240,2,271,1,1
42,2,0,0,1,164,1,-1,0,3
29,2,0,0,1,634,1,-1,0,3
32,2,0,0,1,232,3,-1,0,3
30,2,0,0,1,145,1,84,2,2
38,1,0,0,1,195,1,197,4,1
22,2,0,0,1,338,1,-1,0,3
25,2,0,0,1,267,1,-1,0,3
34,2,0,0,1,474,1,-1,0,3
27,2,0,0,1,217,1,87,6,0
35,2,0,0,1,195,1,-1,0,3
45,1,0,0,1,184,1,-1,0,3
42,0,1,0,1,273,1,90,3,2
20,1,0,0,1,228,4,183,1,1
60,1,0,0,1,216,3,91,1,2
47,2,0,0,1,374,1,-1,0,3
25,1,0,0,1,273,1,86,1,1
65,1,0,0,1,276,1,-1,0,3
50,1,0,0,1,531,2,80,2,2
22,1,0,0,1,116,1,-1,0,3
43,1,1,0,1,126,1,88,4,2
53,2,1,0,1,343,2,428,2,2
71,1,0,0,1,534,3,-1,0,3
28,1,1,0,1,744,1,109,3,2
59,1,0,0,1,438,1,184,3,2
29,2,0,0,1,130,2,94,1,2
51,1,0,0,1,467,2,88,4,1
48,2,0,0,1,232,2,-1,0,3
37,0,1,0,1,511,1,392,13,0
37,2,1,0,1,192,1,193,1,2
64,2,0,0,1,479,1,-1,0,3
69,1,0,0,1,412,2,-1,0,3
36,2,0,0,1,242,6,95,4,2
43,1,0,0,1,291,2,95,4,2
63,0,0,1,1,128,3,-1,0,3
70,1,0,1,1,314,1,-1,0,3
60,0,0,0,1,323,1,-1,0,3
86,0,0,1,1,189,1,-1,0,3
72,1,0,0,1,186,1,-1,0,3
60,2,0,0,1,624,1,-1,0,3
43,2,1,0,1,257,1,474,3,0
57,3,0,0,1,700,4,92,1,0
28,2,1,1,1,157,2,119,1,1
36,1,1,0,1,259,3,475,4,2
66,1,0,0,1,212,1,-1,0,3
33,2,0,0,1,445,3,-1,0,3
36,1,1,0,1,398,2,477,1,0
29,1,0,0,1,81,1,94,1,2
62,1,0,0,1,162,2,-1,0,3
34,1,1,0,1,207,3,130,5,1
29,2,0,0,1,622,1,-1,0,3
30,2,1,0,1,173,1,164,4,1
32,2,1,0,1,370,1,116,4,2
39,0,0,0,1,261,1,-1,0,3
55,1,0,0,1,155,2,93,8,0
36,2,0,0,1,207,8,98,1,0
27,2,0,0,1,160,3,98,1,0
45,2,1,1,1,473,2,283,1,2
55,3,1,0,1,186,3,101,2,2
52,1,1,0,1,267,1,474,1,0
49,2,0,0,1,470,1,97,3,0
30,0,1,0,1,219,1,157,12,0
39,2,1,0,11,265,2,476,4,2
48,2,1,0,11,120,1,98,5,2
36,2,0,0,11,212,1,-1,0,3
27,1,0,0,11,82,1,-1,0,3
51,2,0,0,11,181,1,98,2,0
48,1,1,0,11,378,2,386,1,2
70,1,0,0,11,140,2,-1,0,3
63,1,0,0,11,233,2,-1,0,3
34,1,1,0,11,121,3,100,5,1
46,2,0,0,11,260,1,94,8,2
31,2,0,0,11,365,1,94,1,2
32,1,0,0,11,331,1,99,2,1
40,2,0,0,11,733,1,93,1,2
30,1,0,0,11,316,3,-1,0,3
55,0,0,0,11,328,2,94,2,2
57,2,1,0,11,730,1,157,4,0
59,1,0,0,11,879,1,-1,0,3
26,1,1,0,11,230,1,93,7,2
73,3,0,1,11,770,3,-1,0,3
30,1,0,0,11,563,1,100,4,1
64,2,0,1,11,569,4,-1,0,3
36,2,0,0,11,281,3,97,2,2
55,1,0,0,11,350,1,98,5,2
63,2,0,0,11,219,1,-1,0,3
52,1,1,0,11,211,1,294,1,0
34,2,0,0,11,587,1,-1,0,3
36,1,1,0,11,351,1,95,6,2
31,2,0,0,11,231,1,94,3,2
47,0,0,0,11,293,1,-1,0,3
50,2,0,0,11,495,1,92,3,2
70,1,0,0,11,206,1,-1,0,3
18,3,0,0,11,169,1,-1,0,3
33,1,0,0,11,165,1,97,4,2
24,1,0,0,11,445,2,-1,0,3
25,1,0,0,11,260,1,96,1,2
26,2,1,0,11,137,1,-1,0,3
32,2,0,0,11,519,1,131,2,0
25,3,0,0,11,140,1,-1,0,3
58,2,0,0,11,400,2,95,1,2
42,2,0,1,11,376,2,-1,0,3
30,1,0,1,11,298,3,-1,0,3
76,0,0,0,11,475,5,-1,0,3
79,1,0,1,11,276,1,79,3,0
70,0,0,0,11,394,1,-1,0,3
30,2,0,0,11,234,1,100,1,0
60,1,0,0,11,408,1,-1,0,3
51,1,0,0,11,345,1,-1,0,3
71,2,1,0,11,397,1,-1,0,3
31,2,0,0,11,344,1,295,1,0
32,1,1,0,11,344,1,-1,0,3
34,2,0,0,11,278,2,132,4,0
28,1,1,0,11,259,2,98,4,2
45,2,0,0,11,84,3,-1,0,3
53,0,1,1,11,230,3,-1,0,3
38,2,0,0,11,260,3,95,3,2
56,1,1,0,11,212,1,-1,0,3
42,1,0,0,11,285,1,-1,0,3
47,1,1,2,11,91,1,100,2,1
73,3,0,0,11,210,1,-1,0,3
46,1,1,0,11,108,2,129,2,0
73,2,0,0,11,106,2,-1,0,3
28,1,0,1,11,240,2,95,3,1
46,2,0,0,11,658,4,95,2,1
74,0,0,1,11,290,2,-1,0,3
71,2,1,0,11,335,4,-1,0,3
41,1,1,1,11,185,2,-1,0,3
73,0,0,0,11,961,5,-1,0,3
47,1,0,0,11,170,1,92,3,0
49,2,1,1,11,722,1,-1,0,3
40,1,0,0,11,215,1,-1,0,3
57,0,0,0,11,107,2,105,2,2
50,1,0,0,11,173,2,99,4,0
34,1,0,0,11,89,2,106,1,2
56,1,0,0,11,875,1,-1,0,3
32,2,0,0,11,126,2,134,1,1
50,2,0,0,11,91,1,103,3,2
54,1,0,0,11,106,1,105,3,2
26,2,0,0,11,925,1,104,2,2
40,2,0,0,11,1702,3,105,2,2
29,2,1,0,11,152,1,103,1,2
52,0,0,0,11,292,1,-1,0,3
38,1,0,0,11,387,1,-1,0,3
46,2,0,0,11,543,1,-1,0,3
26,2,0,0,11,890,5,-1,0,3
25,2,0,0,11,267,2,114,2,0
70,2,0,0,11,1104,2,88,2,1
83,0,0,1,11,773,1,92,2,2
43,2,0,0,11,83,1,113,3,2
45,1,0,0,11,173,1,141,2,2
37,2,1,0,11,239,1,99,2,2
71,1,0,0,11,369,1,-1,0,3
27,2,0,0,11,299,1,100,1,2
47,1,0,0,11,261,1,-1,0,3
42,2,0,0,11,692,1,-1,0,3
77,1,0,0,11,210,1,-1,0,3
61,2,0,0,11,299,2,-1,0,3
57,2,0,0,11,341,3,98,3,2
34,2,1,1,11,316,1,119,1,1
40,1,0,0,11,117,1,121,1,2
84,1,0,1,11,992,2,-1,0,3
26,1,0,0,10,194,1,119,1,2
37,3,0,0,10,238,1,107,2,2
47,2,0,0,10,101,1,-1,0,3
37,2,1,0,10,137,1,119,1,0
28,2,0,0,10,502,1,115,3,1
54,2,0,0,10,194,2,94,1,2
54,2,0,0,10,849,2,119,1,2
61,1,0,0,10,215,1,-1,0,3
30,1,0,0,10,144,1,-1,0,3
60,0,0,0,10,728,1,-1,0,3
44,3,0,0,10,296,3,-1,0,3
33,2,0,0,10,201,1,58,3,0
25,2,0,0,10,290,1,114,1,0
54,3,0,0,10,335,1,-1,0,3
24,1,1,0,10,147,1,92,5,1
36,2,1,0,10,234,2,175,2,2
58,0,0,1,10,153,1,93,1,2
33,2,0,0,10,611,2,183,1,2
27,1,0,0,10,266,3,184,1,2
60,1,0,1,10,261,1,187,1,2
56,1,0,0,10,511,3,187,1,0
25,1,0,0,10,138,1,-1,0,3
21,1,0,0,10,180,1,-1,0,3
73,1,1,0,10,146,1,-1,0,3
67,2,0,0,10,411,2,-1,0,3
51,2,0,0,10,79,2,-1,0,3
48,2,1,0,10,1226,2,-1,0,3
35,2,0,0,10,221,1,182,1,2
61,2,1,0,10,210,1,182,2,2
35,2,0,0,10,301,2,-1,0,3
36,1,0,0,10,204,2,99,5,0
83,0,0,1,10,1003,3,-1,0,3
50,0,0,1,10,958,1,-1,0,3
66,0,0,1,10,290,2,-1,0,3
58,0,0,0,10,441,5,246,5,0
30,2,0,0,10,244,1,105,1,2
54,0,0,1,10,485,3,184,3,0
26,1,0,0,10,457,2,-1,0,3
43,0,1,1,10,166,3,183,5,2
40,2,0,0,10,570,1,135,1,0
57,2,0,0,10,115,1,185,2,0
75,1,0,1,10,186,1,183,1,0
77,2,0,0,10,847,1,60,1,2
31,2,0,0,10,154,2,119,5,0
22,1,0,0,10,258,1,-1,0,3
50,2,0,0,10,170,1,183,1,2
27,2,0,0,10,154,2,-1,0,3
73,3,0,1,10,434,1,57,1,0
37,1,0,0,10,156,1,-1,0,3
44,2,0,0,10,324,1,143,3,0
40,1,0,0,10,717,2,-1,0,3
61,2,0,0,10,136,2,-1,0,3
61,1,0,0,10,131,1,-1,0,3
47,1,0,0,10,98,1,-1,0,3
47,3,0,0,10,385,2,-1,0,3
76,0,0,1,10,233,2,187,3,2
30,2,0,0,10,328,1,-1,0,3
39,2,0,0,10,148,2,195,2,2
72,0,0,1,10,513,1,-1,0,3
77,3,0,1,10,373,1,-1,0,3
36,1,0,0,10,213,1,-1,0,3
65,1,1,0,10,349,1,183,2,2
54,1,0,0,10,595,2,187,2,2
46,1,1,0,10,427,1,-1,0,3
28,2,0,0,10,676,2,146,2,0
61,2,0,0,10,192,3,184,1,2
53,0,0,0,10,828,1,189,1,0
27,2,0,0,10,825,1,183,4,2
55,1,0,0,10,467,2,184,1,2
33,2,0,0,10,512,2,184,1,2
87,0,0,1,10,749,1,-1,0,3
57,2,0,0,10,135,1,-1,0,3
33,2,1,0,10,307,1,208,1,2
51,1,1,0,10,287,1,-1,0,3
76,0,0,0,10,107,2,-1,0,3
19,1,0,0,10,252,2,-1,0,3
33,2,1,0,10,249,2,335,2,0
55,2,0,0,10,360,5,-1,0,3
31,3,0,0,10,257,1,128,3,1
92,3,0,0,10,313,3,-1,0,3
30,2,0,0,10,127,3,149,2,0
68,2,0,0,10,277,1,184,2,2
41,2,0,0,10,133,1,107,2,2
29,1,0,0,10,247,1,184,3,2
27,1,0,0,10,504,1,183,2,2
78,3,0,1,10,1002,4,-1,0,3
82,0,0,0,10,306,3,107,1,2
29,2,0,0,10,260,2,139,1,1
76,2,0,0,10,344,1,183,1,2
38,2,0,0,10,336,2,184,5,0
60,1,0,0,10,270,3,185,1,2
33,1,1,0,10,130,1,161,1,0
43,1,0,0,10,210,1,-1,0,3
61,1,0,0,10,149,1,-1,0,3
43,3,0,0,10,476,1,74,2,2
57,0,0,0,10,255,4,185,2,0
33,2,0,0,10,438,1,430,2,0
77,3,1,0,10,221,2,183,3,2
35,1,0,0,10,281,1,52,4,0
59,0,0,1,10,257,2,126,3,2
76,1,0,1,10,282,2,-1,0,3
73,0,0,0,10,355,1,180,5,0
81,0,0,0,10,131,1,-1,0,3
41,3,0,0,10,143,1,188,1,2
57,1,0,0,10,207,1,-1,0,3
28,3,1,0,10,96,1,267,1,0
38,1,0,0,10,297,1,75,3,0
52,1,1,0,10,424,1,515,1,0
22,1,0,0,10,137,1,-1,0,3
53,0,0,0,10,759,2,-1,0,3
60,3,1,0,10,624,1,-1,0,3
56,1,0,0,10,298,1,111,8,1
38,1,0,0,10,255,3,148,1,2
44,2,0,0,10,418,2,-1,0,3
69,1,0,1,10,146,2,56,1,1
36,2,0,0,10,149,1,-1,0,3
75,3,0,1,10,509,1,-1,0,3
65,0,0,0,10,371,1,-1,0,3
64,1,0,0,10,501,1,-1,0,3
30,1,1,0,10,524,3,272,1,0
57,2,0,0,10,207,1,194,1,2
31,2,1,0,10,164,2,-1,0,3
36,2,0,0,10,139,1,-1,0,3
64,2,0,0,10,164,1,-1,0,3
54,3,1,0,10,142,1,-1,0,3
26,1,0,0,10,209,1,188,2,3
51,1,0,0,10,1707,2,-1,0,3
72,1,0,0,10,189,3,-1,0,3
30,2,0,0,10,251,2,-1,0,3
60,0,0,0,10,401,1,-1,0,3
30,2,0,0,10,215,3,80,5,2
66,2,0,0,10,106,2,269,2,0
